year;CO2 ppm;methane ppb;N2O ppb
-422934;;605.0;
-422890;270.8;;
-422766;;618.0;
-422458;;604.0;
-422382;268.3;;
-422266;;598.0;
-422020;;;293.0
-421876;;622.0;
-421814;267.7;;
-421401;;649.0;
-421069;;660.0;
-420699;270.6;;
-420596;;689.0;
-420465;;;278.0
-420207;;672.0;
-420124;266.4;;
-420031;;689.0;
-419615;;684.0;
-419534;268.6;;
-419406;;703.0;
-418792;;699.0;
-418594;;;283.0
-418496;;678.0;
-418400;273.8;;
-418291;;695.0;
-417926;;674.0;
-417858;271.2;;
-417725;;687.0;
-417416;;665.0;
-417310;273.7;;
-417128;;;274.0
-416940;;655.0;
-416672;;660.0;
-416366;;658.0;
-416295;274.6;;
-416155;;635.0;
-415813;;668.0;
-415748;271.8;;
-415618;;647.0;
-415594;;;275.0
-415307;;671.0;
-415241;273.4;;
-415132;;634.0;
-414621;;633.0;
-414310;;630.0;
-414243;271.7;;
-414087;;623.0;
-413886;;;269.0
-413835;;620.0;
-413767;276.4;;
-413618;;639.0;
-413132;;638.0;
-413013;271.6;;
-412626;;677.0;
-412592;;;277.0
-412082;;696.0;
-411998;264.9;;
-411611;;690.0;
-411117;;656.0;
-411012;274.9;;
-410927;;;277.0
-410632;;659.0;
-410112;;712.0;
-409661;;700.0;
-409634;;;266.0
-409221;;694.0;
-409121;283.5;;
-408789;;701.0;
-408357;;713.0;
-408308;;;283.0
-408256;282.6;;
-407920;;710.0;
-407524;;699.0;
-407433;274.7;;
-407115;;714.0;
-406974;;;276.0
-406740;;711.0;
-406650;284.5;;
-406360;;695.0;
-405959;;681.0;
-405815;;;287.0
-405594;;710.0;
-405222;;736.0;
-405143;285.6;;
-404873;;691.0;
-404724;;;279.0
-404503;;672.0;
-404418;279.6;;
-404119;;708.0;
-403778;;700.0;
-403738;;;275.0
-403418;;659.0;
-403059;;663.0;
-402977;280.5;;
-402715;;661.0;
-402666;;;287.0
-402304;;674.0;
-402231;276.5;;
-401951;;664.0;
-401602;;681.0;
-401554;;;283.0
-401229;;653.0;
-400866;;640.0;
-400781;275.7;;
-400505;;642.0;
-400357;;;289.0
-400140;;646.0;
-400050;283.1;;
-399759;;633.0;
-399386;;627.0;
-399350;;;283.0
-399029;;628.0;
-398642;;662.0;
-398554;283.2;;
-398254;;607.0;
-398215;;;286.0
-397858;;607.0;
-397772;277.1;;
-397465;;580.0;
-397070;;593.0;
-397015;;;290.0
-396645;;608.0;
-396225;;612.0;
-396136;276.3;;
-395811;;600.0;
-395764;;;282.0
-395389;;605.0;
-394964;;590.0;
-394574;;602.0;
-394520;;;292.0
-394107;;594.0;
-393604;;603.0;
-393178;;585.0;
-393168;;;281.0
-392727;;594.0;
-392610;260.7;;
-392246;;550.0;
-392199;;;276.0
-391749;;562.0;
-391675;;;272.0
-391629;273.6;;
-391243;;485.0;
-391197;;;282.0
-390716;;498.0;
-390672;;;273.0
-390594;259.5;;
-390195;;489.0;
-390130;;;267.0
-389946;266.3;;
-389601;;;274.0
-389582;;488.0;
-389025;;506.0;
-388965;;;266.0
-388440;;525.0;
-388346;;;267.0
-387996;250.1;;
-387821;;568.0;
-387736;;;256.0
-387165;;472.0;
-387098;;;249.0
-386472;;452.0;
-386441;;;244.0
-386112;255.2;;
-385818;;463.0;
-385799;;;244.0
-385228;;531.0;
-385204;;;275.0
-384665;;637.0;
-384628;;;276.0
-384194;259.2;;
-384084;;;278.0
-384080;;594.0;
-383502;;577.0;
-383489;;;277.0
-383448;264.6;;
-382911;;;268.0
-382907;;553.0;
-382584;258.1;;
-382341;;561.0;
-382328;;;274.0
-381763;;536.0;
-381708;;;253.0
-381175;;482.0;
-381135;;;248.0
-380720;245.8;;
-380597;;587.0;
-380571;;;269.0
-380005;;601.0;
-379953;;;276.0
-379473;;548.0;
-379449;;;289.0
-379182;246.8;;
-378913;;544.0;
-378882;;;270.0
-378310;;;280.0
-378306;;548.0;
-377757;;485.0;
-377746;239.1;;
-377731;;;269.0
-377169;;494.0;
-377165;;;247.0
-376146;240.0;;
-375380;;442.0;
-375357;;;250.0
-374756;;445.0;
-374618;227.0;;
-374156;;433.0;
-374102;;;243.0
-373501;;426.0;
-373474;;;236.0
-372835;;426.0;
-372787;;;231.0
-372142;;445.0;
-372100;;;211.0
-371793;;;223.0
-371517;;451.0;
-370943;;540.0;
-370887;;;262.0
-370696;229.6;;
-370378;;523.0;
-370352;;;265.0
-369813;;502.0;
-369763;;;270.0
-369184;;491.0;
-369140;224.6;;265.0
-368547;;508.0;
-367967;;518.0;
-367942;;;247.0
-367496;214.7;;
-367374;;444.0;
-367350;;;246.0
-366788;;422.0;
-366722;;;218.0
-366124;;422.0;
-366097;;;215.0
-365906;199.9;;
-365481;;460.0;
-365459;;;249.0
-364900;;403.0;
-364852;;;246.0
-364285;201.9;;
-364256;;416.0;
-364230;;;227.0
-363627;;460.0;
-363560;;;236.0
-362992;;416.0;
-362319;;449.0;
-362295;;;213.0
-361699;;413.0;
-361674;;;228.0
-361435;206.3;;
-361093;;487.0;
-360491;;433.0;
-360449;;;245.0
-359892;;466.0;
-359840;;;225.0
-359272;;420.0;
-359228;;;235.0
-359007;201.2;;
-358563;;415.0;
-357913;;456.0;
-357885;;;203.0
-357252;;418.0;
-357209;;;207.0
-356762;185.8;;
-356624;;417.0;
-355907;;431.0;
-355886;;;211.0
-355244;;435.0;
-354948;186.1;;
-354554;;420.0;
-353892;;404.0;
-353865;;;189.0
-353352;193.0;;
-353255;;403.0;
-352586;;406.0;
-351894;;395.0;
-351272;;405.0;
-350696;;397.0;
-350659;;;228.0
-350325;209.2;;
-349852;;;252.0
-349809;;403.0;
-349476;;414.0;
-348975;209.4;;
-348547;;;237.0
-348506;;402.0;
-348219;;392.0;
-347738;216.2;;
-347432;;;263.0
-347396;;407.0;
-347096;;459.0;
-346348;221.1;;
-346227;;;249.0
-346223;;421.0;
-345902;;403.0;
-345254;;417.0;
-344658;;391.0;
-344030;220.3;;
-343735;;;239.0
-343729;;389.0;
-343401;;374.0;
-342555;;;227.0
-342533;;368.0;
-342496;211.9;;
-342161;;375.0;
-341471;;366.0;
-341332;204.8;;
-340886;;370.0;
-339945;;;215.0
-339890;;394.0;
-339852;205.2;;
-339541;;395.0;
-338585;;;216.0
-338576;;439.0;
-338506;200.7;;
-338260;;449.0;
-337478;;;225.0
-337447;;460.0;
-337348;250.1;;
-337172;;465.0;
-336657;;445.0;
-336615;;445.0;
-336151;;453.0;
-335518;;;254.0
-335464;;486.0;
-335441;234.2;;
-335237;;486.0;
-334775;239.6;;
-334706;;;252.0
-334702;;504.0;
-334493;;496.0;
-334020;;;253.0
-333996;;531.0;
-333968;241.9;;
-333798;;537.0;
-333375;;;256.0
-333360;;566.0;
-333337;255.7;;
-333212;;570.0;
-332861;;;264.0
-332828;;597.0;
-332798;270.5;;
-332687;;581.0;
-332338;;;258.0
-332336;;652.0;
-332311;278.6;;
-332194;;631.0;
-331940;285.8;;
-331905;;;271.0
-331889;;607.0;
-331768;;604.0;
-331554;;590.0;
-331430;278.1;;
-331334;;599.0;
-331061;;;287.0
-331038;;797.0;
-330969;298.6;;
-330925;;798.0;
-330627;;;282.0
-330626;;776.0;
-330512;288.4;;
-330507;;738.0;
-330335;289.1;;
-330209;;;274.0
-330199;;726.0;
-330090;;721.0;
-329994;282.4;;
-329832;;673.0;
-329488;273.1;;
-329478;;;280.0
-329475;;649.0;
-329338;;636.0;
-328954;;;282.0
-328950;;637.0;
-328805;;615.0;
-328790;272.6;;
-328431;;637.0;
-328425;;;302.0
-328292;;621.0;
-328258;271.7;;
-327920;;663.0;
-327913;;;293.0
-327777;;643.0;
-327525;265.0;;
-327378;;;287.0
-327376;;658.0;
-327229;;636.0;
-326799;;;286.0
-326792;;669.0;
-326271;275.1;;
-326132;;657.0;
-325752;;;275.0
-325751;;662.0;
-325640;271.9;;
-325613;;642.0;
-325227;;;295.0
-325219;;654.0;
-325077;;644.0;
-325022;270.1;;
-324679;;;277.0
-324673;;634.0;
-324537;;611.0;
-324371;266.1;;
-324151;;;277.0
-324148;;635.0;
-324000;;633.0;
-323770;264.0;;
-323608;;;291.0
-323605;;644.0;
-323467;;626.0;
-323050;;;283.0
-323047;;617.0;
-323021;266.2;;
-322891;;612.0;
-322459;;590.0;
-322457;;;269.0
-322330;260.5;;
-322291;;580.0;
-321870;;;280.0
-321863;;568.0;
-321722;;593.0;
-321576;260.3;;
-321281;;;287.0
-321278;;557.0;
-321114;;544.0;
-320817;260.4;;
-320631;;;283.0
-320626;;533.0;
-320456;;519.0;
-320065;257.2;;
-319960;;528.0;
-319954;;;277.0
-319781;;519.0;
-319264;;529.0;
-319260;;;285.0
-319073;;521.0;
-318522;;503.0;
-318521;;;271.0
-318408;249.2;;
-318318;;498.0;
-317718;;;252.0
-317715;;480.0;
-317530;255.8;;
-317511;;478.0;
-316892;;;264.0
-316887;;479.0;
-316670;;481.0;
-316609;233.4;;
-316066;;;244.0
-316059;;480.0;
-315851;;445.0;
-315784;245.2;;
-315294;;;245.0
-315280;;459.0;
-315077;;465.0;
-314947;251.6;;
-314532;;;262.0
-314522;;515.0;
-314339;;607.0;
-314250;272.6;;
-313820;;;286.0
-313813;;635.0;
-313622;246.8;;
-313615;;598.0;
-313099;;;271.0
-313095;;606.0;
-312917;257.1;;
-312905;;618.0;
-312359;;;285.0
-312348;;634.0;
-312194;256.7;;
-312160;;553.0;
-311623;;;272.0
-311601;;568.0;
-311464;251.6;;
-311436;;548.0;
-310923;;;278.0
-310920;;540.0;
-310726;241.9;;
-310723;;522.0;
-310105;;;262.0
-310101;;516.0;
-309918;239.0;;
-309912;;515.0;
-309288;;;269.0
-309283;;517.0;
-309077;;470.0;
-309063;237.8;;
-308483;;493.0;
-308478;;;260.0
-308246;;461.0;
-308218;233.2;;
-307610;;460.0;
-307600;;;263.0
-307439;226.2;;
-307372;;467.0;
-306794;227.8;;
-306727;;;263.0
-306720;;509.0;
-306500;;478.0;
-305849;;;256.0
-305845;;466.0;
-305606;;459.0;
-305545;225.8;;
-304926;;;249.0
-304919;;485.0;
-304688;;459.0;
-304597;244.8;;
-304067;;;243.0
-304054;;449.0;
-303852;;451.0;
-303705;248.6;;
-303299;;;270.0
-303287;;505.0;
-303097;;498.0;
-302951;250.2;;
-302528;;;266.0
-302522;;490.0;
-302312;;491.0;
-302282;240.7;;
-301698;;;263.0
-301687;;477.0;
-301482;;466.0;
-301276;240.2;;
-300904;;;258.0
-300898;;462.0;
-300667;;456.0;
-300330;236.0;;
-300106;;453.0;
-300085;;;245.0
-299874;;453.0;
-299452;239.0;;
-299204;;;228.0
-299192;;487.0;
-298971;;459.0;
-298522;236.1;;
-298403;;;261.0
-298372;;520.0;
-298172;;518.0;
-297788;;496.0;
-297671;231.0;;
-297147;;;254.0
-297141;;518.0;
-296943;;519.0;
-296791;224.4;;
-296243;;;253.0
-296235;;491.0;
-295995;;467.0;
-295971;217.1;;
-295335;;;229.0
-295315;;505.0;
-295110;;488.0;
-294520;;;207.0
-294516;;524.0;
-294308;;587.0;
-293980;213.1;;
-293717;;;256.0
-293715;;564.0;
-293508;;552.0;
-292850;;;244.0
-292845;;501.0;
-292618;212.7;;
-292584;;489.0;
-291925;;;251.0
-291916;;521.0;
-291829;206.7;;
-291676;;482.0;
-291107;206.0;;
-291028;;;229.0
-291009;;454.0;
-290818;;444.0;
-290455;207.6;;
-290438;;453.0;
-290079;;448.0;
-289683;;459.0;
-289417;217.1;;
-289279;;454.0;
-288780;220.4;;
-288218;;524.0;
-288203;234.9;;
-287901;;547.0;
-287575;;531.0;
-287241;;530.0;
-286883;;532.0;
-286532;;511.0;
-286283;231.0;;
-286176;;521.0;
-285877;;514.0;
-285588;230.4;;
-285545;;529.0;
-285209;;520.0;
-285086;231.4;;
-284888;;507.0;
-284545;;500.0;
-284186;;495.0;
-284178;226.4;;
-283839;;486.0;
-283481;;470.0;
-283430;228.0;;
-283120;;457.0;
-282783;;477.0;
-282416;;465.0;
-282036;;509.0;
-281835;231.3;;
-281661;;499.0;
-281303;;471.0;
-280941;;453.0;
-280561;;425.0;
-280171;;468.0;
-279808;223.7;;
-279782;;457.0;
-279352;;448.0;
-278943;;462.0;
-278396;;473.0;
-278319;215.3;;
-278197;;455.0;
-277818;;463.0;
-277370;211.0;;
-277363;;420.0;
-276760;;438.0;
-276506;;428.0;
-276400;204.5;;
-275845;;466.0;
-275599;;480.0;
-275411;202.2;;
-275151;;452.0;
-274724;;467.0;
-274376;193.2;;
-274320;;504.0;
-273874;;479.0;
-273408;;455.0;
-273400;198.4;;
-272934;;475.0;
-272466;;463.0;
-272371;194.1;;
-271998;;467.0;
-271553;;483.0;
-271360;193.9;;
-270833;;451.0;
-270562;;470.0;
-270361;190.4;;
-269882;;445.0;
-269657;;453.0;
-269306;184.7;;
-269167;;458.0;
-268698;;441.0;
-268272;198.8;;
-268252;;460.0;
-267593;;439.0;
-267348;;454.0;
-267204;194.2;;
-266898;;423.0;
-266446;;454.0;
-266231;187.2;;
-266005;;418.0;
-265567;;414.0;
-265492;188.7;;
-265118;;425.0;
-264679;;384.0;
-264376;211.7;;
-264280;;417.0;
-263843;;422.0;
-263703;199.9;;
-263419;;412.0;
-263028;;415.0;
-262645;;398.0;
-262559;228.1;;
-262273;;417.0;
-261893;;414.0;
-261512;;462.0;
-261191;;509.0;
-260980;214.6;;
-260795;;482.0;
-260387;;480.0;
-260142;208.9;;
-259998;;443.0;
-259609;;424.0;
-259207;;452.0;
-258966;205.7;;
-258849;;456.0;
-258456;;434.0;
-258403;209.6;;
-258067;;451.0;
-257721;;473.0;
-257329;;430.0;
-256941;;496.0;
-256711;203.9;;
-256562;;510.0;
-256213;;493.0;
-255672;;450.0;
-255490;;465.0;
-255150;204.0;;
-255128;;483.0;
-254743;;466.0;
-254359;201.9;;
-254350;;475.0;
-254016;;448.0;
-253597;;422.0;
-253548;199.0;;
-253204;;442.0;
-252837;;405.0;
-252492;;420.0;
-251959;;427.0;
-251738;;426.0;
-251686;195.4;;
-251351;;398.0;
-250980;;401.0;
-250789;196.7;;
-250592;;396.0;
-250207;;395.0;
-249914;195.4;;
-249782;;401.0;
-249055;213.9;;
-248670;;432.0;
-248311;;408.0;
-248183;200.2;;
-247957;;413.0;
-247596;;410.0;
-247229;;408.0;
-246901;;466.0;
-246578;;473.0;
-246088;;540.0;
-245911;;525.0;
-245731;214.7;;
-245613;;525.0;
-245123;;545.0;
-244934;;508.0;
-244582;;513.0;
-244243;;486.0;
-243934;;475.0;
-243645;;494.0;
-243491;219.4;;
-243272;;503.0;
-243130;;502.0;
-242914;230.4;;
-242900;;519.0;
-242660;;523.0;
-242435;;528.0;
-242397;236.7;;
-242205;;528.0;
-241972;;541.0;
-241906;249.9;;
-241756;;546.0;
-241488;;558.0;
-241479;252.3;;
-241396;;538.0;
-241121;263.7;;
-240973;;542.0;
-240883;;525.0;
-240723;;519.0;
-240650;;;254.0
-240647;;515.0;
-240560;;521.0;
-240406;;539.0;
-240396;280.2;;
-240334;;;243.0
-240328;;523.0;
-240248;;594.0;
-240096;;680.0;
-240057;279.0;;
-240028;;;267.0
-240027;;696.0;
-239957;;673.0;
-239804;;653.0;
-239741;;;277.0
-239740;;667.0;
-239667;;648.0;
-239428;;661.0;
-239427;;;273.0
-239416;263.2;;
-239329;;641.0;
-239154;;623.0;
-239077;;;270.0
-239075;;627.0;
-238995;259.7;;
-238987;;611.0;
-238811;;616.0;
-238723;;;261.0
-238721;;616.0;
-238629;;609.0;
-238441;;599.0;
-238356;;;257.0
-238353;;606.0;
-238263;;601.0;
-238077;;592.0;
-238023;252.8;;
-237989;;;253.0
-237984;;597.0;
-237885;;594.0;
-237711;;562.0;
-237626;;;254.0
-237624;;577.0;
-237540;;566.0;
-237527;247.4;;
-237318;;564.0;
-237207;;;267.0
-237204;;579.0;
-237099;;565.0;
-237063;245.8;;
-236998;;559.0;
-236898;;549.0;
-236804;;588.0;
-236800;;;259.0
-236691;;549.0;
-236608;245.6;;
-236465;;550.0;
-236371;;;238.0
-236368;;566.0;
-236159;;554.0;
-236031;;557.0;
-236010;;;264.0
-235924;;565.0;
-235918;239.1;;
-235815;;539.0;
-235495;;;270.0
-235482;;548.0;
-235359;;545.0;
-235344;243.1;;
-235158;;543.0;
-235045;;;267.0
-235042;;554.0;
-234912;;529.0;
-234784;247.4;;
-234661;;518.0;
-234440;;512.0;
-234164;241.4;;
-234151;;481.0;
-233970;;508.0;
-233742;;499.0;
-233530;252.1;;
-233477;;478.0;
-233128;;462.0;
-232987;;519.0;
-232867;245.2;;
-232731;;453.0;
-232481;;433.0;
-232199;;426.0;
-231924;;430.0;
-231643;;457.0;
-231377;;429.0;
-231103;;419.0;
-230811;;434.0;
-230484;;440.0;
-230185;;433.0;
-229894;;429.0;
-229455;;431.0;
-229260;;429.0;
-229116;241.6;;
-228914;;417.0;
-228572;;456.0;
-228472;233.9;;
-228231;;506.0;
-227927;;474.0;
-227473;232.4;;
-227471;;464.0;
-227311;;473.0;
-226992;;471.0;
-226642;;490.0;
-226297;;517.0;
-225938;;491.0;
-225826;224.5;;
-225582;;504.0;
-225235;;503.0;
-225077;233.1;;
-224763;;547.0;
-224761;234.5;;
-224587;;547.0;
-224306;;532.0;
-223959;235.5;;
-223956;;556.0;
-222973;215.7;;
-222950;;516.0;
-222737;;496.0;
-222382;;476.0;
-222319;203.3;;
-221918;;504.0;
-221652;;464.0;
-221316;;489.0;
-220979;;543.0;
-220629;;519.0;
-220338;;528.0;
-220080;205.6;;
-220035;;504.0;
-219694;;495.0;
-219374;;501.0;
-219038;;488.0;
-218789;208.8;;
-218729;;491.0;
-218426;;484.0;
-218115;;477.0;
-218108;207.1;;
-217825;;538.0;
-217543;;508.0;
-217266;;489.0;
-217166;216.1;;
-216998;;469.0;
-216733;;461.0;
-216475;;495.0;
-216411;214.1;;
-216218;;460.0;
-215817;;453.0;
-215692;;445.0;
-215456;;452.0;
-215216;;443.0;
-214990;;454.0;
-214452;;480.0;
-214402;240.5;;
-213965;;457.0;
-213481;;506.0;
-213475;;;241.0
-213432;245.3;;
-213015;;569.0;
-212844;251.1;;
-212569;;561.0;
-212567;;;265.0
-212509;251.7;;
-212102;;591.0;
-212034;247.5;;
-211639;;;257.0
-211638;;574.0;
-211586;242.6;;
-211320;240.3;;
-211179;;573.0;
-210766;241.4;;
-210742;;586.0;
-210741;;;251.0
-210311;;583.0;
-209908;251.2;;
-209852;;577.0;
-209400;;593.0;
-208954;;579.0;252.0
-208863;243.4;;
-208528;;558.0;
-208204;257.4;;
-208103;;565.0;
-208099;;;253.0
-207867;239.5;;
-207663;;548.0;
-207482;246.9;;
-207203;;532.0;
-207202;;;259.0
-207045;252.0;;
-206853;247.2;;
-206763;;511.0;
-206403;;515.0;
-206401;;;250.0
-206304;243.9;;
-206114;244.6;;
-205836;;504.0;
-205594;242.2;;
-205390;;513.0;
-205170;240.5;;
-204902;;499.0;
-204860;230.0;;
-204404;;;253.0
-204401;;487.0;
-204194;237.2;;
-204002;238.1;;
-203932;;506.0;
-203426;;490.0;
-203425;;;253.0
-203412;231.4;;
-202958;229.4;;
-202936;;488.0;
-202530;226.3;;
-202401;;462.0;244.0
-201887;228.6;;
-201847;;493.0;
-201367;232.2;;
-201302;;436.0;
-201299;;;245.0
-200924;231.9;;
-200726;;489.0;
-200463;244.4;;
-200213;;466.0;
-199709;;541.0;
-199344;;539.0;
-199342;;;257.0
-199213;247.6;;
-198791;;530.0;
-198398;;539.0;
-198397;;;255.0
-197968;239.1;;
-197400;;627.0;
-197399;;;254.0
-197022;250.9;;
-196954;;668.0;
-196525;;;254.0
-196515;;609.0;
-196086;;598.0;
-195632;;579.0;
-195165;;589.0;
-194666;;564.0;
-194664;;;244.0
-194229;242.6;;
-194154;;548.0;
-193723;241.2;;
-193655;;534.0;
-193654;;;250.0
-193113;;530.0;
-193067;226.4;;
-192550;;488.0;
-192549;;;248.0
-191965;;472.0;
-191531;220.0;;
-191329;;493.0;
-191327;;;232.0
-190960;226.5;;
-190742;;503.0;
-190150;;512.0;
-189652;;496.0;
-189120;;471.0;
-189115;;;251.0
-188402;218.0;;
-188309;;470.0;
-187663;;;216.0
-187651;;432.0;
-187126;220.3;;
-187073;;423.0;
-186547;;425.0;
-186545;;;227.0
-186486;231.4;;
-185981;;462.0;
-185466;;446.0;
-185456;;;254.0
-184962;;437.0;
-184747;231.3;;
-184256;;447.0;
-183593;;459.0;
-182912;;;216.0
-182905;;476.0;
-182735;210.7;;
-182258;;514.0;
-181766;;532.0;
-181760;;;220.0
-180965;;530.0;
-180323;;528.0;
-180309;;;227.0
-180096;203.4;;
-179614;;496.0;
-179069;;496.0;
-179061;;;242.0
-178270;;490.0;
-178118;199.7;;
-177627;;452.0;
-177167;198.1;;
-176969;;483.0;
-176471;;479.0;
-176468;;;234.0
-176229;217.7;;
-175828;;542.0;
-175301;;550.0;
-175298;;;258.0
-175189;213.2;;
-174724;;547.0;
-174079;;499.0;271.0
-173391;;466.0;
-173356;207.7;;
-172794;;;219.0
-172789;;471.0;
-172236;;457.0;
-171683;;427.0;
-171444;190.1;;
-171189;;456.0;
-171185;189.4;;
-170484;190.3;;
-170480;;433.0;
-170474;;;229.0
-169401;196.0;;
-169397;;480.0;
-169395;;;250.0
-168816;;484.0;
-168213;;448.0;
-168210;;;246.0
-167603;;442.0;
-167542;197.7;;
-167051;;478.0;
-167049;;;242.0
-166542;;445.0;
-166061;;496.0;
-165540;;495.0;
-165233;197.8;;
-164957;;479.0;
-164956;;;241.0
-164360;;449.0;
-163783;;433.0;
-163781;;;232.0
-163198;;424.0;
-162599;;384.0;212.0
-162489;196.6;;
-162024;;393.0;
-161748;183.8;;
-161415;;417.0;
-161414;;;205.0
-161074;186.7;;
-160896;;411.0;
-160371;;442.0;
-160278;190.1;;
-159840;;413.0;
-159729;191.6;;
-159389;;424.0;
-159381;;;226.0
-158661;;410.0;
-158058;;415.0;
-158056;;;213.0
-157993;196.5;;
-157612;204.3;;
-157526;;407.0;
-157048;;440.0;
-157047;;;236.0
-156570;;407.0;
-156047;;410.0;
-156046;;;210.0
-155481;;400.0;
-154833;;422.0;
-154208;;399.0;
-153863;187.5;;
-153615;;407.0;
-153613;;;204.0
-153445;185.5;;
-153072;;385.0;
-152530;189.0;;
-152515;;393.0;
-152507;;;202.0
-151972;;403.0;
-151389;;;186.0
-151388;;402.0;
-150831;;413.0;
-150411;;426.0;
-150392;;;252.0
-149765;;422.0;
-149473;200.6;;
-149233;;432.0;
-148698;;400.0;
-148178;;;258.0
-148176;;404.0;
-147971;188.9;;
-147853;191.9;;
-147686;;441.0;
-147243;;;233.0
-147240;;433.0;
-146881;203.0;;
