id;country;points;price;province;taster_name;
627;Italy;87;19.0;Piedmont;;
628;Australia;92;35.0;South Australia;Joe Czerwinski;
629;US;92;75.0;California;Virginie Boone;
630;US;92;48.0;Oregon;Paul Gregutt;
631;France;92;54.0;Alsace;Anne Krebiehl MW;
632;France;92;34.0;Alsace;Anne Krebiehl MW;
633;Australia;92;60.0;Victoria;Joe Czerwinski;
634;US;92;48.0;California;Virginie Boone;
635;Spain;92;28.0;Northern Spain;Michael Schachner;
636;Australia;92;125.0;South Australia;Joe Czerwinski;
637;France;92;45.0;Alsace;Anne Krebiehl MW;
638;France;92;36.0;Alsace;Anne Krebiehl MW;
639;France;92;30.0;Alsace;Anne Krebiehl MW;
640;US;92;37.0;California;Matt Kettmann;
641;US;92;25.0;California;Virginie Boone;
642;Portugal;92;30.0;Alentejano;Roger Voss;
643;US;92;60.0;California;Virginie Boone;
644;US;92;40.0;California;Matt Kettmann;
645;US;92;50.0;Oregon;Paul Gregutt;
646;Portugal;92;23.0;Tejo;Roger Voss;
647;Portugal;92;80.0;Douro;Roger Voss;
648;Germany;92;34.0;Mosel;Anna Lee C. Iijima;
649;US;92;75.0;California;Virginie Boone;
650;Italy;92;24.0;Northeastern Italy;Kerin O’Keefe;
651;France;92;39.0;Alsace;Anne Krebiehl MW;
652;Australia;92;21.0;Western Australia;Joe Czerwinski;
653;US;92;35.0;California;Matt Kettmann;
654;France;92;43.0;Alsace;Anne Krebiehl MW;
655;US;92;30.0;California;Jim Gordon;
656;US;92;70.0;Oregon;Paul Gregutt;
657;South Africa;92;50.0;Coastal Region;Lauren Buzzeo;
658;US;90;40.0;California;Virginie Boone;
659;US;90;45.0;Washington;Sean P. Sullivan;
660;US;90;80.0;California;Virginie Boone;
661;US;90;15.0;California;Jim Gordon;
662;Italy;90;65.0;Piedmont;Kerin O’Keefe;
663;US;90;65.0;California;Virginie Boone;
664;Italy;90;35.0;Piedmont;Kerin O’Keefe;
665;Italy;90;25.0;Piedmont;Kerin O’Keefe;
666;US;90;20.0;Washington;Sean P. Sullivan;
667;Spain;90;15.0;Levante;Michael Schachner;
668;US;90;26.0;New York;Anna Lee C. Iijima;
669;US;90;30.0;Washington;Sean P. Sullivan;
670;US;90;13.0;Washington;Sean P. Sullivan;
671;US;90;45.0;California;Virginie Boone;
672;US;90;26.0;New York;Anna Lee C. Iijima;
673;US;90;44.0;California;Jim Gordon;
674;US;90;38.0;California;Virginie Boone;
675;US;90;28.0;California;Virginie Boone;
676;US;90;32.0;Washington;Sean P. Sullivan;
677;Italy;90;50.0;Tuscany;Kerin O’Keefe;
678;Italy;90;35.0;Tuscany;Kerin O’Keefe;
679;US;90;35.0;Washington;Sean P. Sullivan;
680;Spain;90;25.0;Northern Spain;Michael Schachner;
681;US;90;42.0;Washington;Sean P. Sullivan;
682;Italy;90;45.0;Piedmont;Kerin O’Keefe;
683;Italy;90;70.0;Tuscany;Kerin O’Keefe;
684;US;90;30.0;Washington;Sean P. Sullivan;
685;US;90;75.0;California;Virginie Boone;
686;Italy;90;53.0;Piedmont;Kerin O’Keefe;
687;US;90;29.0;California;Matt Kettmann;
688;US;91;90.0;Washington;Sean P. Sullivan;
689;US;91;35.0;California;Matt Kettmann;
690;Austria;91;35.0;Burgenland;Anne Krebiehl MW;
691;US;91;50.0;California;Jim Gordon;
692;Italy;91;35.0;Tuscany;Kerin O’Keefe;
693;US;91;65.0;California;Virginie Boone;
694;South Africa;91;50.0;Stellenbosch;Lauren Buzzeo;
695;Italy;91;43.0;Tuscany;Kerin O’Keefe;
696;New Zealand;91;28.0;Marlborough;Joe Czerwinski;
698;US;91;20.0;Washington;Sean P. Sullivan;
699;South Africa;91;40.0;Simonsberg-Stellenbosch;Lauren Buzzeo;
700;Argentina;91;30.0;Mendoza Province;Michael Schachner;
701;France;91;65.0;Provence;Roger Voss;
702;France;91;17.0;Provence;Roger Voss;
704;France;91;20.0;Provence;Roger Voss;
705;New Zealand;91;28.0;Marlborough;Joe Czerwinski;
706;France;91;20.0;Provence;Roger Voss;
707;France;91;20.0;Provence;Roger Voss;
708;France;91;25.0;Provence;Roger Voss;
709;US;91;38.0;California;Virginie Boone;
710;New Zealand;91;120.0;Martinborough;Joe Czerwinski;
711;US;91;23.0;California;Virginie Boone;
712;US;91;48.0;California;Virginie Boone;
713;US;91;32.0;California;Virginie Boone;
714;New Zealand;91;50.0;Central Otago;Joe Czerwinski;
715;Argentina;91;28.0;Mendoza Province;Michael Schachner;
716;New Zealand;91;30.0;Central Otago;Joe Czerwinski;
717;France;91;25.0;Provence;Roger Voss;
718;Portugal;85;8.0;Lisboa;Roger Voss;
719;France;85;15.0;Burgundy;Roger Voss;
720;Portugal;85;22.0;Alentejano;Roger Voss;
721;Argentina;85;14.0;Mendoza Province;Michael Schachner;
722;Argentina;85;25.0;Mendoza Province;Michael Schachner;
723;Portugal;85;8.0;Vinho Verde;Roger Voss;
724;US;85;14.0;Texas;Alexander Peartree;
725;Italy;85;80.0;Piedmont;Kerin O’Keefe;
726;Portugal;85;9.0;Vinho Verde;Roger Voss;
727;US;85;13.0;Oregon;Paul Gregutt;
728;Argentina;85;17.0;Other;Michael Schachner;
729;Portugal;85;10.0;Alentejano;Roger Voss;
730;US;85;16.0;California;Jim Gordon;
731;France;85;10.0;France Other;Lauren Buzzeo;
732;France;85;22.0;Burgundy;Roger Voss;
733;France;85;40.0;Burgundy;Roger Voss;
734;Argentina;85;15.0;Mendoza Province;Michael Schachner;
735;Argentina;85;17.0;Other;Michael Schachner;
736;US;85;32.0;California;Matt Kettmann;
737;Portugal;85;12.0;Península de Setúbal;Roger Voss;
738;Argentina;85;17.0;Mendoza Province;Michael Schachner;
739;Italy;85;102.0;Piedmont;Kerin O’Keefe;
741;France;85;10.0;Burgundy;Roger Voss;
742;France;85;20.0;Burgundy;Roger Voss;
743;US;85;33.0;California;Virginie Boone;
744;Italy;85;48.0;Piedmont;Kerin O’Keefe;
745;Portugal;85;12.0;Alentejo;Roger Voss;
746;Australia;85;9.0;Australia Other;Joe Czerwinski;
747;US;87;24.0;California;;
748;US;87;75.0;New York;Anna Lee C. Iijima;
749;France;87;12.0;Alsace;Roger Voss;
750;US;87;45.0;California;;
751;Chile;87;13.0;Central Valley;Michael Schachner;
753;US;87;22.0;California;;
754;Spain;87;10.0;Northern Spain;Michael Schachner;
755;US;87;18.0;California;;
756;US;87;35.0;California;;
757;US;87;36.0;California;;
758;US;87;34.0;California;;
759;US;87;70.0;California;Virginie Boone;
760;US;87;28.0;California;;
761;Chile;87;19.0;Colchagua Valley;Michael Schachner;
762;Spain;87;14.0;Northern Spain;Michael Schachner;
763;Spain;87;10.0;Northern Spain;Michael Schachner;
764;US;87;45.0;California;;
765;US;87;32.0;California;;
766;Australia;87;18.0;Tasmania;Joe Czerwinski;
767;Spain;87;9.0;Northern Spain;Michael Schachner;
768;Australia;87;11.0;Australia Other;Joe Czerwinski;
769;Italy;87;30.0;Southern Italy;;
770;France;92;62.0;Champagne;Roger Voss;
771;US;92;40.0;California;;
772;France;92;66.0;Champagne;Roger Voss;
773;Portugal;92;32.0;Alentejo;Roger Voss;
774;US;92;70.0;Oregon;Paul Gregutt;
775;US;92;48.0;Oregon;Paul Gregutt;
776;France;92;72.0;Champagne;Roger Voss;
777;Italy;92;18.0;Northeastern Italy;;
778;US;92;105.0;Oregon;Paul Gregutt;
779;France;92;101.0;Champagne;Roger Voss;
780;Italy;92;50.0;Tuscany;;
781;Italy;92;85.0;Northeastern Italy;;
782;US;92;35.0;California;;
783;US;92;38.0;California;;
784;Portugal;90;32.0;Douro;Roger Voss;
785;Argentina;90;25.0;Other;Michael Schachner;
786;Portugal;90;12.0;Douro;Roger Voss;
787;US;90;125.0;California;Virginie Boone;
788;Argentina;90;46.0;Mendoza Province;Michael Schachner;
789;Germany;90;29.0;Mosel;Anna Lee C. Iijima;
790;US;90;17.0;Washington;Sean P. Sullivan;
791;US;90;85.0;Oregon;Paul Gregutt;
792;France;90;30.0;Bordeaux;Roger Voss;
793;US;90;34.0;Washington;Sean P. Sullivan;
794;US;90;22.0;California;Matt Kettmann;
795;France;90;35.0;Bordeaux;Roger Voss;
796;France;90;45.0;Bordeaux;Roger Voss;
797;France;90;20.0;Bordeaux;Roger Voss;
798;France;90;17.0;Bordeaux;Roger Voss;
799;France;90;45.0;Bordeaux;Roger Voss;
800;US;90;20.0;California;Matt Kettmann;
801;US;90;50.0;California;Virginie Boone;
802;France;90;22.0;Beaujolais;Roger Voss;
803;US;90;39.0;Washington;Sean P. Sullivan;
804;US;90;35.0;Washington;Sean P. Sullivan;
805;US;90;15.0;Oregon;Paul Gregutt;
806;US;90;27.0;California;Jim Gordon;
807;Australia;90;66.0;Victoria;Joe Czerwinski;
808;Italy;90;32.0;Central Italy;Kerin O’Keefe;
809;Spain;90;20.0;Central Spain;Michael Schachner;
810;US;90;125.0;California;Virginie Boone;
811;Germany;90;16.0;Franken;Anna Lee C. Iijima;
812;US;90;42.0;California;Jim Gordon;
813;Australia;90;22.0;South Australia;Joe Czerwinski;
815;US;86;18.0;Washington;Sean P. Sullivan;
816;US;86;22.0;New York;Anna Lee C. Iijima;
817;Chile;86;12.0;Colchagua Valley;Michael Schachner;
818;France;86;15.0;Beaujolais;Roger Voss;
819;France;86;9.0;Southwest France;Roger Voss;
820;Spain;86;12.0;Northern Spain;Michael Schachner;
821;Spain;86;15.0;Catalonia;Michael Schachner;
822;Italy;86;20.0;Tuscany;Kerin O’Keefe;
823;US;86;28.0;California;Matt Kettmann;
824;US;86;10.0;California;Jim Gordon;
825;Italy;86;70.0;Tuscany;Kerin O’Keefe;
826;Italy;86;28.0;Tuscany;Kerin O’Keefe;
827;Chile;86;11.0;Curicó Valley;Michael Schachner;
828;France;86;30.0;Southwest France;Roger Voss;
829;US;86;26.0;Washington;Paul Gregutt;
830;France;86;15.0;Beaujolais;Roger Voss;
831;France;86;23.0;Beaujolais;Roger Voss;
833;Italy;86;30.0;Piedmont;Kerin O’Keefe;
834;Chile;86;10.0;Loncomilla Valley;Michael Schachner;
835;France;86;12.0;Beaujolais;Roger Voss;
836;Spain;86;13.0;Catalonia;Michael Schachner;
837;Spain;86;15.0;Catalonia;Michael Schachner;
838;US;86;36.0;Washington;Paul Gregutt;
839;US;86;20.0;New York;Anna Lee C. Iijima;
841;US;86;10.0;California;Jim Gordon;
842;France;86;16.0;Beaujolais;Roger Voss;
843;US;86;25.0;Washington;Paul Gregutt;
844;Italy;90;24.0;Sicily & Sardinia;Kerin O’Keefe;
846;France;90;24.0;Alsace;Anne Krebiehl MW;
847;France;90;33.0;Alsace;Anne Krebiehl MW;
849;France;90;70.0;Burgundy;Roger Voss;
850;France;90;117.0;Burgundy;Roger Voss;
852;France;90;16.0;Alsace;Anne Krebiehl MW;
853;Germany;90;30.0;Mosel;Anna Lee C. Iijima;
854;US;90;20.0;California;Jim Gordon;
855;US;90;35.0;California;Matt Kettmann;
856;Italy;90;25.0;Southern Italy;Kerin O’Keefe;
857;US;90;28.0;California;Matt Kettmann;
858;US;90;15.0;Oregon;Paul Gregutt;
859;US;90;150.0;California;Virginie Boone;
860;US;90;45.0;California;Matt Kettmann;
861;Italy;90;30.0;Sicily & Sardinia;Kerin O’Keefe;
862;Italy;90;19.0;Sicily & Sardinia;Kerin O’Keefe;
863;US;90;45.0;California;Matt Kettmann;
864;Germany;90;40.0;Ahr;Anna Lee C. Iijima;
866;Australia;90;25.0;South Australia;Joe Czerwinski;
867;US;90;40.0;Oregon;Paul Gregutt;
868;Chile;90;15.0;Colchagua Valley;Michael Schachner;
869;US;90;42.0;California;Matt Kettmann;
870;US;90;29.0;California;Jim Gordon;
871;US;90;42.0;California;Virginie Boone;
872;US;90;18.0;Oregon;Paul Gregutt;
873;Hungary;90;16.0;Tokaji;Jeff Jenssen;
874;Portugal;90;40.0;Douro;Roger Voss;
876;Spain;90;50.0;Catalonia;Michael Schachner;
878;France;90;35.0;Bordeaux;Roger Voss;
879;France;90;45.0;Bordeaux;Roger Voss;
880;US;90;20.0;California;;
881;Spain;90;44.0;Catalonia;Michael Schachner;
882;US;90;22.0;California;;
884;US;90;28.0;California;;
885;US;90;27.0;California;;
886;France;90;25.0;Languedoc-Roussillon;Lauren Buzzeo;
887;Portugal;90;60.0;Douro;Roger Voss;
888;US;90;72.0;Washington;Paul Gregutt;
889;US;90;44.0;California;;
890;US;90;28.0;California;;
891;US;90;29.0;California;;
892;US;90;58.0;Washington;Paul Gregutt;
893;Australia;90;15.0;Australia Other;Joe Czerwinski;
894;Italy;90;29.0;Tuscany;;
895;Italy;90;45.0;Tuscany;;
896;US;90;70.0;California;Virginie Boone;
897;US;90;39.0;Washington;Paul Gregutt;
899;Italy;90;28.0;Tuscany;;
900;Spain;90;48.0;Catalonia;Michael Schachner;
901;Portugal;90;50.0;Douro;Roger Voss;
902;US;87;22.0;Texas;Alexander Peartree;
903;Germany;87;10.0;Nahe;Anna Lee C. Iijima;
904;Italy;87;50.0;Piedmont;Kerin O’Keefe;
905;US;87;30.0;Texas;Alexander Peartree;
906;US;87;18.0;Texas;Alexander Peartree;
907;Portugal;87;30.0;Vinho Verde;Roger Voss;
908;Italy;87;39.0;Piedmont;Kerin O’Keefe;
909;Italy;87;35.0;Piedmont;Kerin O’Keefe;
910;Argentina;87;30.0;Mendoza Province;Michael Schachner;
911;France;87;23.0;France Other;Lauren Buzzeo;
912;US;87;18.0;Oregon;Paul Gregutt;
914;Argentina;87;20.0;Other;Michael Schachner;
915;US;87;25.0;Oregon;Paul Gregutt;
916;US;87;20.0;Oregon;Paul Gregutt;
917;Italy;87;50.0;Piedmont;Kerin O’Keefe;
918;Italy;87;50.0;Piedmont;Kerin O’Keefe;
919;Argentina;87;15.0;Mendoza Province;Michael Schachner;
921;Portugal;87;9.0;Tejo;Roger Voss;
922;Argentina;87;12.0;Mendoza Province;Michael Schachner;
923;Portugal;87;14.0;Tejo;Roger Voss;
924;Australia;87;18.0;South Australia;Joe Czerwinski;
925;US;87;20.0;California;Jim Gordon;
926;Argentina;87;175.0;Mendoza Province;Michael Schachner;
927;Portugal;87;12.0;Vinho Verde;Roger Voss;
928;Italy;87;60.0;Piedmont;Kerin O’Keefe;
929;US;87;20.0;California;Jim Gordon;
930;Argentina;87;15.0;Mendoza Province;Michael Schachner;
931;Italy;87;35.0;Piedmont;Kerin O’Keefe;
932;France;87;14.0;Bordeaux;Roger Voss;
933;France;87;16.0;Bordeaux;Roger Voss;
934;France;87;15.0;Bordeaux;Roger Voss;
935;France;87;14.0;Bordeaux;Roger Voss;
936;US;87;40.0;Oregon;Paul Gregutt;
937;US;87;29.0;Oregon;Paul Gregutt;
938;Spain;87;15.0;Northern Spain;Michael Schachner;
939;US;87;55.0;California;Jim Gordon;
940;France;87;38.0;Champagne;Roger Voss;
941;Spain;87;15.0;Levante;Michael Schachner;
942;US;87;34.0;California;Virginie Boone;
943;Spain;87;18.0;Northern Spain;Michael Schachner;
944;US;87;27.0;Oregon;Paul Gregutt;
945;US;87;17.0;California;Virginie Boone;
946;US;87;65.0;California;Virginie Boone;
947;Portugal;87;13.0;Douro;Roger Voss;
948;Portugal;87;15.0;Alentejano;Roger Voss;
949;Italy;87;23.0;Piedmont;Kerin O’Keefe;
950;US;87;40.0;California;Virginie Boone;
951;US;87;32.0;California;Jim Gordon;
952;Spain;87;16.0;Catalonia;Michael Schachner;
953;US;87;38.0;Oregon;Paul Gregutt;
954;US;87;15.0;California;Jim Gordon;
955;Italy;87;50.0;Piedmont;Kerin O’Keefe;
956;Italy;87;30.0;Southern Italy;Kerin O’Keefe;
957;US;87;24.0;California;Virginie Boone;
958;Spain;87;18.0;Northern Spain;Michael Schachner;
959;France;87;40.0;Champagne;Roger Voss;
960;France;87;18.0;Bordeaux;Roger Voss;
961;France;87;20.0;Bordeaux;Roger Voss;
962;France;85;40.0;Champagne;Roger Voss;
963;France;85;11.0;Bordeaux;Roger Voss;
964;Italy;85;17.0;Lombardy;;
965;Italy;85;48.0;Southern Italy;;
966;New Zealand;85;9.0;Marlborough;Joe Czerwinski;
967;Chile;85;10.0;Casablanca Valley;Michael Schachner;
969;Chile;85;9.0;Maipo Valley;Michael Schachner;
970;US;85;19.0;California;;
971;France;85;15.0;Champagne;Roger Voss;
972;US;85;23.0;California;;
973;US;85;35.0;California;;
974;US;85;30.0;Washington;Paul Gregutt;
975;Italy;85;12.0;Sicily & Sardinia;;
976;US;85;17.0;California;;
977;US;85;16.0;California;;
978;US;85;15.0;California;;
979;France;85;10.0;Bordeaux;Roger Voss;
980;Italy;85;41.0;Veneto;;
981;France;85;10.0;Bordeaux;Roger Voss;
982;Italy;85;16.0;Veneto;;
983;US;85;25.0;California;;
984;Romania;85;12.0;Dealu Mare;Susan Kostrzewa;
985;Argentina;88;20.0;Mendoza Province;Michael Schachner;
987;Australia;88;25.0;South Australia;;
988;US;88;20.0;Oregon;Paul Gregutt;
989;Spain;88;53.0;Northern Spain;Michael Schachner;
990;US;88;12.0;California;;
992;France;88;14.0;Southwest France;Roger Voss;
993;France;88;12.0;Southwest France;Roger Voss;
994;France;88;22.0;Loire Valley;Roger Voss;
995;Italy;88;26.0;Sicily & Sardinia;;
996;Italy;88;14.0;Sicily & Sardinia;;
997;Australia;88;18.0;South Australia;Joe Czerwinski;
998;US;88;18.0;Oregon;Paul Gregutt;
999;US;88;17.0;Oregon;Paul Gregutt;
1000;US;88;24.0;Oregon;Paul Gregutt;
